UDI,Product ID,Type,Air temperature [K],Process temperature [K],Rotational speed [rpm],Torque [Nm],Tool wear [min],Target,Failure Type,temp_difference,high_risk_rpm,power_consumption_kw,efficiency_score,cost_per_hour_tl,optimization_priority
2625,H32038,H,299.7,309.5,1375.0,46.8,86.0,0.0,No Failure,9.800000000000011,0,1.1132549999999999,42.03888596952181,1.3359059999999998,0
2626,L49805,L,299.7,309.4,1399.0,39.9,91.0,0.0,No Failure,9.699999999999989,0,0.9656877299999999,41.31770422308255,1.1588252759999997,0
2627,L49806,L,299.7,309.4,1650.0,29.8,93.0,0.0,No Failure,9.699999999999989,0,0.850641,35.032404974601505,1.0207692,2
2628,M17487,M,299.8,309.6,1346.0,53.2,95.0,0.0,No Failure,9.800000000000011,0,1.2388045600000002,42.9446271976913,1.486565472,0
2629,H32042,H,299.9,309.6,1410.0,51.2,98.0,0.0,No Failure,9.700000000000045,0,1.2489216,40.995367523469845,1.4987059200000001,0
2630,L49809,L,300.0,309.7,1586.0,37.8,103.0,0.0,No Failure,9.699999999999989,0,1.03714884,36.446070749112536,1.2445786079999999,2
2631,L49810,L,300.0,309.8,1372.0,39.6,105.0,0.0,No Failure,9.800000000000011,0,0.9399297600000001,42.130807731845834,1.127915712,0
2632,H32045,H,300.0,309.7,1529.0,42.4,107.0,0.0,No Failure,9.699999999999989,0,1.12155208,37.80475356971385,1.345862496,2
2633,M17492,M,300.0,309.7,1652.0,28.6,112.0,0.0,No Failure,9.699999999999989,0,0.81737656,34.989992862041454,0.980851872,2
2634,L49813,L,300.1,309.8,1532.0,39.8,115.0,0.0,No Failure,9.699999999999989,0,1.0548432799999998,37.73072337342852,1.2658119359999997,2
2635,L49814,L,300.0,309.7,1554.0,32.0,117.0,0.0,No Failure,9.699999999999989,0,0.8602944,37.1965689884765,1.03235328,2
2636,H32049,H,299.9,309.6,1462.0,51.0,119.0,0.0,No Failure,9.700000000000045,0,1.2899226,39.53725595628761,1.5479071199999999,0
2637,L49816,L,299.9,309.6,1254.0,61.3,124.0,0.0,No Failure,9.700000000000045,0,1.32985446,46.095269703423035,1.5958253519999999,0
2638,L49817,L,299.9,309.6,1294.0,49.7,126.0,0.0,No Failure,9.700000000000045,0,1.1125941400000001,44.670377286006556,1.335112968,0
2639,L49818,L,299.8,309.5,1739.0,27.5,128.0,0.0,No Failure,9.699999999999989,0,0.8273292500000001,33.23948718119176,0.9927951000000002,2
2640,M17499,M,299.8,309.4,1412.0,47.8,130.0,0.0,No Failure,9.599999999999966,0,1.16763928,40.9373004306604,1.401167136,0
2641,M17500,M,299.9,309.5,1372.0,56.2,133.0,0.0,No Failure,9.600000000000023,0,1.3339407200000002,42.130807731845834,1.6007288640000001,0
2642,H32055,H,299.8,309.5,1420.0,46.7,136.0,0.0,No Failure,9.699999999999989,0,1.1472322,40.706667752177815,1.37667864,0
2643,L49822,L,299.8,309.5,1542.0,40.3,141.0,0.0,No Failure,9.699999999999989,0,1.07506698,37.486036451421846,1.290080376,2
2644,M17503,M,299.8,309.4,1401.0,48.1,143.0,0.0,No Failure,9.599999999999966,0,1.16581413,41.25872106216452,1.398976956,0
2645,L49824,L,299.8,309.4,1510.0,42.5,146.0,0.0,No Failure,9.599999999999966,0,1.1102275,38.28044252191555,1.3322729999999998,2
2646,H32059,H,299.9,309.5,1547.0,38.5,148.0,0.0,No Failure,9.600000000000023,0,1.03037935,37.36487925539269,1.23645522,2
2647,M17506,M,299.8,309.5,1453.0,43.2,153.0,0.0,No Failure,9.699999999999989,0,1.0859140800000002,39.78215293055229,1.3030968960000002,0
2648,L49827,L,299.8,309.4,1408.0,45.6,156.0,0.0,No Failure,9.599999999999966,0,1.11074304,41.05359957961114,1.332891648,0
2649,L49828,L,299.8,309.4,1436.0,51.6,158.0,0.0,No Failure,9.599999999999966,0,1.2818884799999999,40.25311156552402,1.5382661759999998,0
2650,M17509,M,299.9,309.5,1582.0,38.2,160.0,0.0,No Failure,9.600000000000023,0,1.0454805200000001,36.53822263469816,1.254576624,2
2651,L49830,L,299.9,309.6,1280.0,59.3,163.0,0.0,No Failure,9.700000000000045,0,1.3131392,45.15895953757225,1.57576704,0
2652,L49831,L,299.9,309.5,2008.0,20.4,165.0,0.0,No Failure,9.600000000000023,1,0.70866336,28.786587753034105,0.8503960319999999,4
2653,L49832,L,299.9,309.5,1772.0,23.5,167.0,0.0,No Failure,9.600000000000023,0,0.7204065999999999,32.62046738605671,0.8644879199999999,2
2654,L49833,L,299.9,309.5,1779.0,26.1,169.0,0.0,No Failure,9.600000000000023,0,0.80327187,32.492112539680996,0.9639262439999999,2
2655,L49834,L,299.9,309.5,1567.0,35.5,171.0,0.0,No Failure,9.600000000000023,0,0.9623730499999998,36.887982264258135,1.1548476599999997,2
2656,M17515,M,299.8,309.4,1751.0,27.0,173.0,0.0,No Failure,9.599999999999966,0,0.8178921,33.01168943923043,0.98147052,2
2657,L49836,L,299.9,309.5,1349.0,51.3,176.0,0.0,No Failure,9.600000000000023,0,1.19722401,42.84912394966085,1.436668812,0
2658,M17517,M,300.0,309.5,1425.0,40.8,178.0,0.0,No Failure,9.5,0,1.005822,40.56383733901227,1.2069864,0
2659,L49838,L,300.0,309.4,1395.0,44.5,181.0,0.0,No Failure,9.399999999999977,0,1.07394075,41.43617792694802,1.2887289,0
2660,H32073,H,299.8,309.3,1595.0,32.1,183.0,0.0,No Failure,9.5,0,0.8857513499999999,36.24041893924294,1.0629016199999999,2
2661,L49840,L,299.8,309.3,1291.0,56.4,188.0,0.0,No Failure,9.5,0,1.2596545199999998,44.77418141602827,1.5115854239999997,0
2662,M17521,M,299.9,309.4,1509.0,42.8,190.0,0.0,No Failure,9.5,0,1.11732396,38.305810608411186,1.340788752,2
2663,M17522,M,299.9,309.4,1483.0,38.1,193.0,0.0,No Failure,9.5,0,0.9774897900000001,38.9773892165155,1.1729877480000002,0
2664,L49843,L,299.9,309.3,1620.0,31.1,196.0,0.0,No Failure,9.400000000000034,0,0.8716086000000001,35.681153214871905,1.04593032,2
2665,M17524,M,299.9,309.4,1487.0,42.2,198.0,0.0,No Failure,9.5,0,1.0855992200000002,38.872540825886,1.3027190640000001,0
2666,L49845,L,299.8,309.4,2256.0,15.9,201.0,0.0,No Failure,9.599999999999966,1,0.62055792,25.622104702168656,0.744669504,4
2667,H32080,H,299.7,309.2,1691.0,27.7,203.0,0.0,No Failure,9.5,0,0.81034411,34.18300899354967,0.9724129319999999,2
2668,M17527,M,299.8,309.3,1663.0,35.2,208.0,0.0,No Failure,9.5,0,1.0127004800000001,34.758549734270886,1.215240576,2
2669,M17528,M,299.8,309.3,1640.0,31.1,211.0,0.0,No Failure,9.5,0,0.8823691999999999,35.2460172000564,1.0588430399999997,2
2670,H32083,H,299.7,309.3,1494.0,37.8,214.0,0.0,No Failure,9.600000000000023,0,0.9769863599999998,38.69040710046352,1.1723836319999998,0
2671,L49850,L,299.8,309.4,1467.0,46.2,219.0,0.0,No Failure,9.599999999999966,0,1.1725144200000002,39.40250048268063,1.4070173040000002,0
2672,M17531,M,299.7,309.3,1399.0,41.9,221.0,1.0,Tool Wear Failure,9.600000000000023,0,1.01409313,41.31770422308254,1.216911756,1
2673,L49852,L,299.7,309.3,1445.0,42.6,0.0,0.0,No Failure,9.600000000000023,0,1.0649361000000002,40.00240014400863,1.2779233200000002,0
2674,L49853,L,299.8,309.4,1480.0,40.9,2.0,0.0,No Failure,9.599999999999966,0,1.0472036,39.05639743790033,1.25664432,0
2675,L49854,L,299.7,309.3,1546.0,37.2,4.0,0.0,No Failure,9.600000000000023,0,0.9949437600000001,37.38904800005982,1.193932512,2
2676,L49855,L,299.7,309.3,1574.0,35.8,6.0,0.0,No Failure,9.600000000000023,0,0.97484116,36.723931517212506,1.169809392,2
2677,L49856,L,299.7,309.3,1592.0,34.2,8.0,0.0,No Failure,9.600000000000023,0,0.9419227200000001,36.30871118598774,1.130307264,2
2678,L49857,L,299.8,309.5,1495.0,39.6,10.0,0.0,No Failure,9.699999999999989,0,1.0241946000000002,38.664527229493295,1.2290335200000002,0
2679,L49858,L,299.8,309.6,1447.0,43.1,12.0,0.0,No Failure,9.800000000000011,0,1.0789266100000001,39.94711002632514,1.294711932,0
2680,L49859,L,299.8,309.5,1476.0,44.4,14.0,0.0,No Failure,9.699999999999989,0,1.1337451200000002,39.16224133339598,1.3604941440000002,0
2681,L49860,L,299.8,309.5,1641.0,27.1,16.0,0.0,No Failure,9.699999999999989,0,0.76935003,35.224538822725464,0.923220036,2
2682,L49861,L,299.8,309.5,1545.0,32.2,18.0,0.0,No Failure,9.699999999999989,0,0.8606577,37.41324803112783,1.0327892399999998,2
2683,M17542,M,299.9,309.6,1364.0,44.4,20.0,0.0,No Failure,9.700000000000045,0,1.04771568,42.37790924346956,1.257258816,0
2684,L49863,L,299.8,309.5,1590.0,28.5,23.0,0.0,No Failure,9.699999999999989,0,0.7839495,36.354382520812884,0.9407393999999999,2
2685,L49864,L,299.8,309.4,1460.0,37.4,25.0,0.0,No Failure,9.599999999999966,0,0.9446492,39.591416580885266,1.1335790399999999,0
2686,L49865,L,299.8,309.4,1609.0,32.5,27.0,0.0,No Failure,9.599999999999966,0,0.9046602499999999,35.92508900440801,1.0855922999999998,2
2687,L49866,L,299.8,309.4,1633.0,27.5,29.0,0.0,No Failure,9.599999999999966,0,0.7768997500000001,35.39710239319809,0.9322797,2
2688,L49867,L,299.9,309.4,1348.0,52.8,31.0,0.0,No Failure,9.5,0,1.2313171200000002,42.88091113359976,1.477580544,0
2689,L49868,L,299.9,309.4,1322.0,53.9,33.0,0.0,No Failure,9.5,0,1.2327253400000002,43.724257343489015,1.4792704080000003,0
2690,L49869,L,300.0,309.5,1641.0,30.1,35.0,0.0,No Failure,9.5,0,0.85451793,35.224538822725464,1.025421516,2
2691,L49870,L,300.0,309.5,1728.0,26.0,37.0,0.0,No Failure,9.5,0,0.7772544,33.45108113894241,0.93270528,2
2692,L49871,L,300.0,309.6,1431.0,47.7,39.0,0.0,No Failure,9.600000000000023,0,1.1808755100000001,40.39375835645876,1.4170506120000002,0
2693,L49872,L,300.1,309.7,1641.0,30.4,41.0,0.0,No Failure,9.599999999999966,0,0.8630347199999999,35.224538822725464,1.035641664,2
2694,M17553,M,300.1,309.6,1622.0,36.1,43.0,0.0,No Failure,9.5,0,1.01298766,35.63715672508784,1.215585192,2
2695,M17554,M,300.1,309.6,1625.0,38.0,46.0,0.0,No Failure,9.5,0,1.068275,35.57136505113383,1.28193,2
2696,L49875,L,300.0,309.5,1869.0,22.7,49.0,0.0,No Failure,9.5,0,0.7339749899999999,30.92748432749732,0.8807699879999998,2
2697,L49876,L,300.0,309.6,1452.0,46.0,51.0,0.0,No Failure,9.600000000000023,0,1.1555016,39.80955110750171,1.38660192,0
2698,L49877,L,300.0,309.6,1618.0,28.7,53.0,0.0,No Failure,9.600000000000023,0,0.80335318,35.725258472245045,0.964023816,2
2699,L49878,L,300.0,309.4,2010.0,20.0,55.0,0.0,No Failure,9.399999999999977,1,0.69546,28.757944382135566,0.834552,4
2700,L49879,L,299.9,309.4,1363.0,60.9,57.0,0.0,No Failure,9.5,0,1.43601591,42.40900088634812,1.7232190920000001,0
2701,L49880,L,299.9,309.3,1473.0,40.4,59.0,0.0,No Failure,9.400000000000034,0,1.02950916,39.242001499044456,1.2354109919999998,0
2702,L49881,L,299.9,309.2,1333.0,50.8,61.0,0.0,No Failure,9.300000000000011,0,1.17149372,43.36344201657351,1.405792464,0
2703,L49882,L,299.8,309.2,1760.0,25.9,63.0,0.0,No Failure,9.399999999999977,0,0.7886032000000001,32.842879663688905,0.94632384,2
2704,M17563,M,299.8,309.2,1372.0,58.2,65.0,0.0,No Failure,9.399999999999977,0,1.3814119200000003,42.13080773184583,1.6576943040000003,0
2705,M17564,M,299.7,309.2,1608.0,34.4,68.0,0.0,No Failure,9.5,0,0.95695296,35.94743047766946,1.1483435519999998,2
2706,L49885,L,299.7,309.2,1326.0,64.8,71.0,0.0,No Failure,9.5,0,1.4864990400000002,43.59235913129146,1.7837988480000002,0
2707,M17566,M,299.6,309.1,1560.0,37.1,73.0,0.0,No Failure,9.5,0,1.0012548000000001,37.05350526159774,1.20150576,2
2708,M17567,M,299.6,309.0,1539.0,36.1,76.0,0.0,No Failure,9.399999999999977,0,0.9611516699999999,37.559108647233586,1.1533820039999998,2
2709,L49888,L,299.6,309.1,2266.0,15.3,79.0,0.0,No Failure,9.5,1,0.59978754,25.509032748496242,0.7197450479999999,4
2710,L49889,L,299.6,309.1,1641.0,35.8,81.0,0.0,No Failure,9.5,0,1.01633694,35.224538822725464,1.219604328,2
2711,L49890,L,299.6,309.1,1574.0,39.2,83.0,0.0,No Failure,9.5,0,1.06742384,36.723931517212506,1.280908608,2
2712,L49891,L,299.6,309.1,1407.0,50.6,85.0,0.0,No Failure,9.5,0,1.23165966,41.08277768876509,1.477991592,0
2713,H32126,H,299.7,309.2,1302.0,55.5,87.0,0.0,No Failure,9.5,0,1.2501153,44.395904921730015,1.50013836,0
2714,M17573,M,299.6,309.2,1651.0,30.8,92.0,0.0,No Failure,9.599999999999966,0,0.8797188399999999,35.01118607395063,1.0556626079999998,2
2715,M17574,M,299.6,309.1,1366.0,55.2,95.0,0.0,No Failure,9.5,0,1.3044753600000003,42.31586252422582,1.5653704320000004,0
2716,M17575,M,299.5,309.0,1701.0,28.6,98.0,0.0,No Failure,9.5,0,0.8416207800000002,33.98205068083038,1.0099449360000001,2
2717,L49896,L,299.5,309.0,1498.0,44.6,101.0,0.0,No Failure,9.5,0,1.15582684,38.58709493197095,1.386992208,0
2718,M17577,M,299.5,309.1,1422.0,45.3,103.0,0.0,No Failure,9.600000000000023,0,1.1144071799999997,40.64941505491737,1.3372886159999997,0
2719,L49898,L,299.5,309.1,1357.0,47.3,106.0,0.0,No Failure,9.600000000000023,0,1.11041953,42.596513049441775,1.3325034359999999,0
2720,L49899,L,299.5,309.2,1690.0,29.2,108.0,0.0,No Failure,9.699999999999989,0,0.8537203999999999,34.20323562609023,1.0244644799999998,2
2721,L49900,L,299.6,309.2,1559.0,39.1,110.0,0.0,No Failure,9.599999999999966,0,1.05455437,37.077272744126034,1.2654652439999998,2
2722,M17581,M,299.6,309.3,1553.0,32.4,112.0,0.0,No Failure,9.699999999999989,0,0.8704875599999999,37.22052041731648,1.0445850719999998,2
2723,L49902,L,299.6,309.3,1558.0,34.8,115.0,0.0,No Failure,9.699999999999989,0,0.93797832,37.10107073690146,1.125573984,2
2724,L49903,L,299.7,309.4,1362.0,51.9,117.0,0.0,No Failure,9.699999999999989,0,1.22289894,42.44013818508993,1.4674787280000001,0
2725,M17584,M,299.8,309.3,1470.0,42.7,119.0,0.0,No Failure,9.5,0,1.0859037,39.32208721638945,1.30308444,0
2726,L49905,L,299.8,309.4,1555.0,34.8,122.0,0.0,No Failure,9.599999999999966,0,0.9361721999999999,37.17264836533279,1.1234066399999998,2
2727,M17586,M,299.8,309.4,1423.0,42.9,124.0,0.0,No Failure,9.599999999999966,0,1.05610791,40.62084905698699,1.2673294919999998,0
2728,L49907,L,299.7,309.3,1434.0,38.5,127.0,0.0,No Failure,9.600000000000023,0,0.9551156999999999,40.30925258583856,1.1461388399999999,0
2729,L49908,L,299.7,309.3,1779.0,25.5,129.0,0.0,No Failure,9.600000000000023,0,0.7848058499999999,32.492112539680996,0.9417670199999999,2
2730,L49909,L,299.7,309.3,1417.0,54.6,131.0,0.0,No Failure,9.600000000000023,0,1.3384698600000002,40.79284982928192,1.6061638320000002,0
2731,L49910,L,299.6,309.2,1425.0,45.9,133.0,0.0,No Failure,9.599999999999966,0,1.13154975,40.56383733901227,1.3578597,0
2732,M17591,M,299.7,309.2,1597.0,32.9,135.0,0.0,No Failure,9.5,0,0.9089644899999998,36.19503331752818,1.0907573879999997,2
2733,L49912,L,299.7,309.2,1346.0,57.4,138.0,0.0,No Failure,9.5,0,1.3366049199999999,42.9446271976913,1.6039259039999998,0
2734,L49913,L,299.7,309.2,1422.0,40.4,140.0,0.0,No Failure,9.5,0,0.9938642399999998,40.64941505491736,1.1926370879999997,0
2735,H32148,H,299.7,309.2,1572.0,32.8,142.0,0.0,No Failure,9.5,0,0.89201568,36.770654076394706,1.0704188159999999,2
2736,L49915,L,299.7,309.2,1412.0,45.4,147.0,0.0,No Failure,9.5,0,1.10901304,40.9373004306604,1.330815648,0
2737,M17596,M,299.7,309.1,1576.0,36.4,149.0,0.0,No Failure,9.400000000000034,0,0.9924387200000001,36.677327543205884,1.1909264640000001,2
2738,M17597,M,299.7,309.1,1508.0,41.2,152.0,0.0,No Failure,9.400000000000034,0,1.07484208,38.33121233958388,1.289810496,2
2739,M17598,M,299.8,309.1,1496.0,44.4,155.0,0.0,No Failure,9.300000000000011,0,1.14910752,38.63868195728107,1.378929024,0
2740,L49919,L,299.8,309.2,1572.0,35.4,158.0,0.0,No Failure,9.399999999999977,0,0.96272424,36.770654076394706,1.155269088,2
2741,L49920,L,299.6,309.0,1525.0,42.8,160.0,0.0,No Failure,9.399999999999977,0,1.129171,37.90391357907704,1.3550052,2
2742,L49921,L,299.6,309.0,1378.0,51.9,162.0,0.0,No Failure,9.399999999999977,0,1.23726486,41.947364447091786,1.484717832,0
2743,L49922,L,299.6,309.1,1369.0,51.4,164.0,0.0,No Failure,9.5,0,1.21734218,42.22313236529765,1.4608106159999998,0
2744,L49923,L,299.6,309.1,1476.0,45.3,166.0,0.0,No Failure,9.5,0,1.1567264399999997,39.162241333396004,1.3880717279999997,0
2745,L49924,L,299.7,309.2,1620.0,30.0,168.0,0.0,No Failure,9.5,0,0.84078,35.681153214871905,1.0089359999999998,2
2746,M17605,M,299.7,309.1,1603.0,38.5,170.0,0.0,No Failure,9.400000000000034,0,1.06767815,36.059555962627876,1.28121378,2
2747,L49926,L,299.7,309.2,1411.0,46.1,173.0,0.0,No Failure,9.5,0,1.12531483,40.966313400490776,1.3503777959999999,0
2748,L49927,L,299.7,309.2,1616.0,31.6,175.0,0.0,No Failure,9.5,0,0.88343488,35.76947290104733,1.060121856,2
2749,L49928,L,299.7,309.2,1631.0,35.1,177.0,0.0,No Failure,9.5,0,0.99039213,35.440507791595635,1.188470556,2
2750,M17609,M,299.7,309.2,1685.0,28.9,179.0,1.0,No Failure,9.5,0,0.8424494499999999,34.30472890687982,1.01093934,3
2751,H32164,H,299.7,309.2,1456.0,40.6,182.0,0.0,No Failure,9.5,0,1.02266528,39.70018420885473,1.227198336,0
2752,L49931,L,299.7,309.1,1417.0,50.1,187.0,0.0,No Failure,9.400000000000034,0,1.22815641,40.79284982928193,1.473787692,0
2753,M17612,M,299.7,309.1,1851.0,24.7,189.0,0.0,No Failure,9.400000000000034,0,0.7909508099999999,31.22823782176796,0.9491409719999998,2
2754,L49933,L,299.7,309.1,1715.0,27.8,192.0,0.0,No Failure,9.400000000000034,0,0.8248121000000002,33.70464618547666,0.9897745200000001,2
2755,H32168,H,299.6,309.1,1630.0,32.3,194.0,0.0,No Failure,9.5,0,0.9108276999999998,35.462250434412574,1.0929932399999998,2
2756,L49935,L,299.7,309.2,1478.0,38.8,199.0,0.0,No Failure,9.5,0,0.9920927199999999,39.10924777272834,1.190511264,0
2757,L49936,L,299.7,309.2,1781.0,29.6,201.0,0.0,No Failure,9.5,0,0.9120144800000002,32.45562504665496,1.0944173760000002,2
2758,L49937,L,299.8,309.2,1439.0,36.1,203.0,0.0,No Failure,9.399999999999977,0,0.89869867,40.16919263939714,1.078438404,0
2759,M17618,M,299.7,309.2,1412.0,45.3,205.0,0.0,No Failure,9.5,0,1.1065702799999997,40.93730043066041,1.3278843359999997,0
2760,L49939,L,299.7,309.1,1483.0,41.1,208.0,0.0,No Failure,9.400000000000034,0,1.05445749,38.9773892165155,1.2653489880000002,0
2761,L49940,L,299.8,309.2,1400.0,42.6,210.0,0.0,No Failure,9.399999999999977,0,1.031772,41.28819157720892,1.2381263999999998,0
2762,L49941,L,299.8,309.3,1299.0,65.1,212.0,1.0,Overstrain Failure,9.5,0,1.4629727699999997,44.49843587997882,1.7555673239999996,1
2763,L49942,L,299.8,309.2,1479.0,44.4,214.0,0.0,No Failure,9.399999999999977,0,1.13604948,39.08280473839924,1.363259376,0
2764,L49943,L,299.8,309.2,1491.0,47.5,216.0,0.0,No Failure,9.399999999999977,0,1.22522925,38.768255002074106,1.4702750999999998,0
2765,M17624,M,299.9,309.3,1389.0,52.8,0.0,0.0,No Failure,9.400000000000034,0,1.26876816,41.61516789639487,1.522521792,0
2766,M17625,M,299.9,309.4,1399.0,54.8,3.0,0.0,No Failure,9.5,0,1.3263079599999998,41.31770422308255,1.5915695519999997,0
2767,M17626,M,299.9,309.4,1889.0,26.0,6.0,0.0,No Failure,9.5,0,0.8496722,30.60003610804261,1.01960664,2
2768,L49947,L,300.0,309.5,1925.0,21.9,9.0,0.0,No Failure,9.5,1,0.72932475,30.027775692515576,0.8751897,4
2769,L49948,L,300.0,309.5,1675.0,30.2,11.0,0.0,No Failure,9.5,0,0.8751205000000001,34.509533258562676,1.0501446,2
2770,M17629,M,300.0,309.6,1477.0,38.1,13.0,0.0,No Failure,9.600000000000023,0,0.9735350100000001,39.135726613468165,1.168242012,0
2771,L49950,L,300.0,309.6,1364.0,45.9,16.0,0.0,No Failure,9.600000000000023,0,1.08311148,42.37790924346957,1.2997337759999998,0
2772,L49951,L,299.9,309.5,1451.0,39.4,18.0,0.0,No Failure,9.600000000000023,0,0.9890306199999999,39.83698704899552,1.1868367439999998,0
2773,L49952,L,299.9,309.4,1467.0,41.2,20.0,0.0,No Failure,9.5,0,1.0456189200000001,39.40250048268063,1.254742704,0
2774,L49953,L,299.9,309.4,1858.0,22.5,22.0,0.0,No Failure,9.5,0,0.7232265,31.11058568788616,0.8678718,2
2775,L49954,L,300.1,309.4,1559.0,39.7,24.0,0.0,No Failure,9.299999999999955,0,1.07073679,37.077272744126034,1.284884148,2
2776,L49955,L,300.1,309.4,1560.0,47.7,26.0,0.0,No Failure,9.299999999999955,0,1.2873276000000002,37.05350526159774,1.5447931200000002,2
2777,L49956,L,300.1,309.4,1453.0,47.6,28.0,0.0,No Failure,9.299999999999955,0,1.1965164400000001,39.78215293055229,1.435819728,0
2778,L49957,L,300.1,309.4,1464.0,41.7,30.0,0.0,No Failure,9.299999999999955,0,1.05614424,39.48324331153858,1.267373088,0
2779,L49958,L,300.0,309.4,1308.0,50.2,32.0,0.0,No Failure,9.399999999999977,0,1.1359456799999998,44.19225398172209,1.3631348159999999,0
2780,L49959,L,300.1,309.5,1353.0,50.9,34.0,0.0,No Failure,9.399999999999977,0,1.19141121,42.722445090977445,1.429693452,0
2781,M17640,M,300.2,309.6,1556.0,35.8,36.0,0.0,No Failure,9.400000000000034,0,0.96369304,37.14875848849131,1.1564316479999999,2
2782,L49961,L,300.2,309.5,2183.0,17.8,39.0,0.0,No Failure,9.300000000000011,1,0.6722330200000001,26.47891351722056,0.806679624,4
2783,M17642,M,300.2,309.6,1491.0,41.8,41.0,0.0,No Failure,9.400000000000034,0,1.0782017400000001,38.76825500207409,1.2938420880000001,0
2784,M17643,M,300.2,309.6,1528.0,35.1,44.0,0.0,No Failure,9.400000000000034,0,0.9278474400000001,37.82949490058409,1.1134169280000001,2
2785,L49964,L,300.2,309.6,1430.0,52.7,47.0,0.0,No Failure,9.400000000000034,0,1.3037452999999999,40.42200573992482,1.5644943599999999,0
2786,L49965,L,300.2,309.5,1495.0,32.6,49.0,0.0,No Failure,9.300000000000011,0,0.8431501,38.6645272294933,1.01178012,0
2787,M17646,M,300.2,309.5,1630.0,28.3,51.0,0.0,No Failure,9.300000000000011,0,0.7980317,35.46225043441257,0.95763804,2
2788,M17647,M,300.3,309.6,1524.0,38.4,54.0,0.0,No Failure,9.300000000000011,0,1.0124236800000002,37.928784913446506,1.214908416,2
2789,L49968,L,300.3,309.6,1326.0,52.4,57.0,0.0,No Failure,9.300000000000011,0,1.2020455200000002,43.59235913129146,1.4424546240000002,0
2790,H32203,H,300.3,309.5,1438.0,44.0,59.0,0.0,No Failure,9.199999999999989,0,1.0946056,40.197126709382815,1.3135267199999998,0
2791,L49970,L,300.4,309.6,1356.0,45.9,64.0,0.0,No Failure,9.200000000000045,0,1.0767589199999998,42.627926407147854,1.2921107039999997,0
2792,H32205,H,300.4,309.6,1416.0,43.3,66.0,0.0,No Failure,9.200000000000045,0,1.06071144,40.82165833904836,1.2728537279999999,0
2793,L49972,L,300.4,309.7,1584.0,32.6,71.0,0.0,No Failure,9.300000000000011,0,0.8933443200000001,36.4920885152099,1.072013184,2
2794,L49973,L,300.3,309.6,1597.0,31.8,73.0,0.0,No Failure,9.300000000000011,0,0.8785735800000001,36.195033317528164,1.054288296,2
2795,L49974,L,300.4,309.6,1553.0,43.9,75.0,0.0,No Failure,9.200000000000045,0,1.17945691,37.22052041731647,1.415348292,2
2796,M17655,M,300.3,309.5,1405.0,49.4,77.0,0.0,No Failure,9.199999999999989,0,1.2007411,41.14125851109786,1.44088932,0
2797,L49976,L,300.2,309.5,1539.0,35.3,80.0,0.0,No Failure,9.300000000000011,0,0.9398519099999999,37.559108647233586,1.1278222919999998,2
2798,M17657,M,300.3,309.6,1398.0,53.7,82.0,0.0,No Failure,9.300000000000011,0,1.29875598,41.34725909019492,1.5585071759999998,0
2799,L49978,L,300.3,309.6,1568.0,39.6,85.0,0.0,No Failure,9.300000000000011,0,1.07420544,36.864456765365105,1.289046528,2
2800,L49979,L,300.3,309.6,1404.0,44.6,87.0,0.0,No Failure,9.300000000000011,0,1.08329832,41.17056140177528,1.299957984,0
2801,M17660,M,300.2,309.5,1500.0,45.7,89.0,0.0,No Failure,9.300000000000011,0,1.185915,38.53564547206166,1.423098,0
2802,M17661,M,300.2,309.5,1642.0,28.8,92.0,0.0,No Failure,9.300000000000011,0,0.8181100800000001,35.20308660663367,0.981732096,2
2803,M17662,M,300.3,309.6,1509.0,46.6,95.0,0.0,No Failure,9.300000000000011,0,1.2165256199999999,38.30581060841119,1.4598307439999998,2
2804,L49983,L,300.2,309.5,1343.0,50.2,98.0,0.0,No Failure,9.300000000000011,0,1.16634178,43.04055711697132,1.399610136,0
2805,L49984,L,300.1,309.5,1450.0,40.1,100.0,0.0,No Failure,9.399999999999977,0,1.0059085,39.86446083316723,1.2070902000000001,0
2806,L49985,L,300.0,309.4,1460.0,43.5,102.0,0.0,No Failure,9.399999999999977,0,1.098723,39.591416580885266,1.3184675999999997,0
2807,L49986,L,300.0,309.3,1364.0,41.2,104.0,0.0,No Failure,9.300000000000011,0,0.9722046400000002,42.37790924346956,1.166645568,0
2808,M17667,M,299.9,309.3,1452.0,41.9,106.0,0.0,No Failure,9.400000000000034,0,1.0525112399999998,39.80955110750172,1.2630134879999997,0
2809,L49988,L,299.9,309.3,1471.0,41.8,109.0,0.0,No Failure,9.400000000000034,0,1.0637389400000001,39.29535568191195,1.276486728,0
2810,L49989,L,299.9,309.2,1598.0,34.6,111.0,0.0,No Failure,9.300000000000011,0,0.9565308400000001,36.17238310894398,1.147837008,2
2811,L49990,L,299.8,309.1,1772.0,24.8,113.0,0.0,No Failure,9.300000000000011,0,0.76025888,32.62046738605671,0.9123106559999999,2
2812,L49991,L,299.9,309.2,1761.0,25.6,115.0,0.0,No Failure,9.300000000000011,0,0.77991168,32.82422953327228,0.935894016,2
2813,M17672,M,300.0,309.3,1413.0,40.7,117.0,0.0,No Failure,9.300000000000011,0,0.99490743,40.908328526604734,1.193888916,0
2814,L49993,L,300.0,309.3,1887.0,22.6,120.0,0.0,No Failure,9.300000000000011,0,0.73777926,30.632468578745357,0.885335112,2
